trip_id,pickup_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_duration_minutes,trip_distance_miles,pickup_zone,dropoff_zone,traffic_level,weather_condition,trip_type,surge_multiplier,fare_amount
TRIP_00778,2024-03-03 22:14:00,40.782654,-73.95048,40.779219,-73.95652,2,2,0.4,upper_east,upper_east,light,rain,standard,2.5,72.92
TRIP_00779,2024-06-24 02:41:00,40.813024,-73.942874,40.806955,-73.942472,2,2,0.42,harlem,harlem,light,clear,airport,1.05,35.79
TRIP_00780,2024-01-09 02:25:00,40.780402,-73.973395,40.77388,-73.984303,2,2,0.73,upper_west,upper_west,light,rain,standard,1.87,47.13
TRIP_00781,2024-04-06 17:30:00,40.701001,-73.993791,40.704934,-73.99914,1,2,0.39,financial_district,financial_district,heavy,rain,standard,1.45,57.12
TRIP_00782,2024-06-12 00:44:00,40.760697,-73.972468,40.705319,-74.006136,6,10.1,4.21,midtown,financial_district,light,fog,standard,1.22,56.02
TRIP_00783,2024-05-07 13:41:00,40.770185,-73.960789,40.770451,-73.956261,1,2,0.24,upper_east,upper_east,light,clear,standard,1.12,18.48
TRIP_00784,2024-05-24 03:57:00,40.723977,-73.989832,40.733419,-73.984921,1,2,0.7,downtown,downtown,light,clear,standard,1.26,22.59
TRIP_00785,2024-01-11 07:13:00,40.818487,-73.949018,40.808033,-73.941018,2,3.8,0.83,harlem,harlem,heavy,clear,standard,2.24,65.24
TRIP_00786,2024-05-25 15:17:00,40.714023,-74.011281,40.705927,-73.998233,2,2.1,0.88,financial_district,financial_district,light,clear,standard,1.1,20.49
TRIP_00787,2024-01-20 21:59:00,40.779518,-73.969109,40.814321,-73.953536,1,6.1,2.54,upper_east,harlem,light,clear,standard,1.19,38.63
TRIP_00788,2024-05-24 21:02:00,40.757604,-73.972575,40.756834,-73.976326,1,2,0.2,midtown,midtown,light,rain,airport,2.43,105.3
TRIP_00789,2024-03-21 00:13:00,40.730243,-73.992797,40.733798,-73.98232,2,2,0.6,downtown,downtown,light,fog,luxury,1.26,47.77
TRIP_00790,2024-02-06 22:52:00,40.772245,-73.984176,40.786086,-73.972015,1,2.8,1.15,upper_west,upper_west,light,clear,standard,1.11,24.8
TRIP_00791,2024-01-20 09:10:00,40.72697,-73.996416,40.729285,-73.990094,1,2,0.37,downtown,downtown,heavy,fog,standard,2.1,70.07
TRIP_00792,2024-03-02 18:53:00,40.777559,-73.980726,40.78218,-73.984236,1,2,0.37,upper_west,upper_west,moderate,clear,standard,2.05,55.37
TRIP_00793,2024-06-22 17:21:00,40.779389,-73.975594,40.77791,-73.983553,2,2,0.43,upper_west,upper_west,heavy,fog,standard,1.69,67.52
TRIP_00794,2024-02-05 22:46:00,40.719778,-73.991528,40.718668,-74.009106,1,2.8,0.92,financial_district,financial_district,moderate,clear,standard,1.23,26.77
TRIP_00795,2024-05-08 23:22:00,40.703735,-74.009622,40.709381,-74.009976,1,2,0.39,financial_district,financial_district,light,clear,standard,1.29,22.55
TRIP_00796,2024-01-26 13:14:00,40.714667,-74.000875,40.716535,-74.016792,1,2.5,0.84,financial_district,financial_district,moderate,rain,airport,1.11,49.56
TRIP_00797,2024-03-28 19:49:00,40.727583,-73.993195,40.73782,-73.990076,1,4.4,0.73,downtown,downtown,severe,clear,standard,1.08,39.9
TRIP_00798,2024-06-01 12:49:00,40.784359,-73.955144,40.774422,-73.964515,1,2.5,0.84,upper_east,upper_east,moderate,clear,shared,1.8,31.58
TRIP_00799,2024-01-08 20:17:00,40.777112,-73.97418,40.772557,-73.97522,1,2,0.32,upper_west,upper_west,light,clear,standard,1.1,17.25
TRIP_00800,2024-05-05 07:22:00,40.720383,-73.98455,40.720878,-73.986926,1,2,0.13,downtown,downtown,heavy,rain,standard,2.11,73.83
TRIP_00801,2024-04-06 13:11:00,40.818068,-73.957913,40.737205,-73.986242,1,26.0,5.78,harlem,downtown,heavy,rain,standard,1.11,93.21
TRIP_00802,2024-06-18 12:05:00,40.727729,-73.993394,40.737444,-73.999048,2,2,0.73,downtown,downtown,light,clear,standard,1.2,17.6
TRIP_00803,2024-03-16 07:45:00,40.718727,-74.019444,40.700433,-74.005492,1,6.6,1.46,financial_district,financial_district,heavy,clear,standard,2.01,90.79
TRIP_00804,2024-01-22 08:09:00,40.781797,-73.985988,40.773238,-73.985014,1,2,0.59,upper_west,upper_west,moderate,rain,shared,1.29,28.45
TRIP_00805,2024-06-11 04:47:00,40.781205,-73.9849,40.770785,-73.983891,1,2,0.72,upper_west,upper_west,light,clear,standard,1.23,25.2
TRIP_00806,2024-03-22 11:06:00,40.707759,-74.015203,40.711599,-73.991558,1,3.0,1.27,financial_district,financial_district,light,clear,standard,1.02,18.17
TRIP_00807,2024-01-02 09:28:00,40.781079,-73.960988,40.775961,-73.962338,1,2.2,0.36,upper_east,upper_east,severe,fog,standard,2.27,99.01
TRIP_00808,2024-03-10 03:08:00,40.704619,-73.997695,40.716181,-73.996578,2,2,0.8,financial_district,financial_district,light,rain,standard,1.26,32.38
TRIP_00809,2024-02-17 13:28:00,40.727049,-73.988902,40.737193,-73.994845,1,2,0.77,downtown,downtown,light,clear,standard,1.27,21.38
TRIP_00810,2024-05-22 16:26:00,40.715402,-74.00613,40.764719,-73.987234,1,16.0,3.55,financial_district,midtown,heavy,rain,standard,1.19,66.59
TRIP_00811,2024-01-23 11:35:00,40.709393,-73.996512,40.812092,-73.946273,1,18.2,7.57,financial_district,harlem,light,clear,standard,1.01,47.16
TRIP_00812,2024-06-02 10:55:00,40.775307,-73.976241,40.706136,-74.018919,1,23.7,5.28,upper_west,financial_district,heavy,clear,standard,1.23,86.4
TRIP_00813,2024-03-15 13:24:00,40.704854,-73.99025,40.71151,-73.992242,4,2,0.47,financial_district,financial_district,light,fog,airport,1.21,41.97
TRIP_00814,2024-05-23 07:36:00,40.739721,-73.996392,40.756776,-73.986487,1,5.8,1.29,downtown,midtown,heavy,rain,standard,2.49,114.99
TRIP_00815,2024-06-24 12:10:00,40.757305,-73.982144,40.768758,-73.979153,1,2.4,0.81,midtown,midtown,moderate,clear,standard,1.01,21.55
TRIP_00816,2024-03-09 09:17:00,40.770299,-73.984709,40.781463,-73.971485,4,4.7,1.04,upper_west,upper_west,heavy,clear,standard,1.3,52.67
TRIP_00817,2024-02-07 02:10:00,40.781198,-73.974207,40.782504,-73.950272,2,3.0,1.26,upper_west,upper_east,light,clear,standard,1.23,32.6
TRIP_00818,2024-04-17 09:30:00,40.711921,-74.006188,40.70706,-74.000909,1,2,0.44,financial_district,financial_district,heavy,rain,standard,2.19,74.84
TRIP_00819,2024-04-02 08:15:00,40.815423,-73.946775,40.817908,-73.956749,1,3.3,0.55,harlem,harlem,severe,clear,airport,1.37,94.03
TRIP_00820,2024-06-09 15:38:00,40.73718,-73.980168,40.734205,-73.997692,1,2.8,0.94,downtown,downtown,moderate,rain,standard,1.76,49.94
TRIP_00821,2024-02-20 14:06:00,40.751115,-73.978521,40.779628,-73.988429,1,6.1,2.04,midtown,upper_west,moderate,clear,airport,1.16,65.03
TRIP_00822,2024-01-02 12:21:00,40.733859,-73.999899,40.72395,-73.981784,1,2.8,1.17,downtown,downtown,light,clear,standard,1.06,17.74
TRIP_00823,2024-04-07 10:28:00,40.771163,-73.962555,40.731096,-73.991542,4,9.5,3.16,upper_east,downtown,moderate,clear,standard,1.2,49.04
TRIP_00824,2024-06-15 19:08:00,40.773681,-73.964081,40.771685,-73.973763,1,2.4,0.53,upper_east,upper_west,heavy,rain,standard,2.02,107.42
TRIP_00825,2024-06-03 22:12:00,40.770462,-73.98254,40.781168,-73.971653,1,2.2,0.93,upper_west,upper_west,light,rain,standard,1.05,26.38
TRIP_00826,2024-03-21 05:25:00,40.771939,-73.957872,40.788769,-73.96755,1,3.0,1.27,upper_east,upper_east,light,clear,standard,1.26,30.82
TRIP_00827,2024-03-15 23:44:00,40.810638,-73.958163,40.81999,-73.943295,1,3.0,1.01,harlem,harlem,moderate,rain,standard,1.0,23.98
TRIP_00828,2024-05-05 18:50:00,40.759456,-73.976457,40.784984,-73.971228,2,5.4,1.79,midtown,upper_west,moderate,clear,standard,1.38,58.94
TRIP_00829,2024-04-06 08:52:00,40.780229,-73.981197,40.783454,-73.982257,1,2,0.23,upper_west,upper_west,moderate,clear,standard,2.14,56.6
TRIP_00830,2024-04-03 03:59:00,40.731762,-73.988586,40.731,-73.990164,1,2,0.1,downtown,downtown,light,rain,standard,1.2,28.6
TRIP_00831,2024-02-21 18:34:00,40.76914,-73.988791,40.753725,-73.980293,1,6.9,1.15,midtown,midtown,severe,fog,standard,1.9,109.92
TRIP_00832,2024-06-23 17:01:00,40.817408,-73.948835,40.805868,-73.959332,1,5.8,0.97,harlem,harlem,severe,clear,standard,2.23,94.95
TRIP_00833,2024-04-28 22:13:00,40.78795,-73.971066,40.774343,-73.982527,1,2.7,1.12,upper_west,upper_west,light,clear,standard,1.26,30.9
TRIP_00834,2024-03-15 22:04:00,40.785259,-73.97481,40.734581,-73.981444,1,8.4,3.52,upper_west,downtown,light,clear,standard,1.24,43.54
TRIP_00835,2024-02-05 20:19:00,40.753541,-73.98943,40.770164,-73.975278,3,3.3,1.37,midtown,upper_west,light,fog,standard,1.2,36.69
TRIP_00836,2024-06-17 04:45:00,40.787557,-73.972098,40.776896,-73.972127,1,2,0.74,upper_west,upper_west,light,clear,shared,1.04,15.68
TRIP_00837,2024-04-06 02:28:00,40.735282,-73.987613,40.720019,-73.984857,1,3.2,1.06,downtown,downtown,moderate,rain,shared,1.61,36.8
TRIP_00838,2024-05-02 18:25:00,40.728952,-73.984496,40.726334,-73.994837,1,2,0.57,downtown,downtown,moderate,clear,standard,1.98,42.12
TRIP_00839,2024-05-09 22:26:00,40.730072,-73.982119,40.716147,-74.000932,1,3.3,1.38,downtown,financial_district,light,fog,standard,1.13,34.64
TRIP_00840,2024-04-02 22:57:00,40.731769,-73.988861,40.72994,-73.999359,1,2,0.56,downtown,downtown,light,rain,standard,1.34,27.31
TRIP_00841,2024-06-01 20:58:00,40.70744,-73.99459,40.757656,-73.978218,1,10.7,3.57,financial_district,midtown,moderate,clear,luxury,1.62,131.41
TRIP_00842,2024-03-04 21:42:00,40.784061,-73.965548,40.780238,-73.963608,1,2,0.28,upper_east,upper_east,light,clear,standard,1.15,18.81
TRIP_00843,2024-02-12 20:39:00,40.702051,-74.001622,40.715086,-74.019385,2,3.1,1.3,financial_district,financial_district,light,snow,standard,2.23,56.63
TRIP_00844,2024-05-24 20:43:00,40.812015,-73.946363,40.774647,-73.977521,1,9.2,3.05,harlem,upper_west,moderate,clear,standard,1.65,48.19
TRIP_00845,2024-03-25 13:06:00,40.700637,-74.005921,40.757952,-73.977502,1,12.7,4.23,financial_district,midtown,moderate,rain,airport,1.59,127.15
TRIP_00846,2024-03-07 07:32:00,40.805604,-73.958938,40.728341,-73.995418,2,17.0,5.67,harlem,downtown,moderate,fog,standard,1.92,114.28
TRIP_00847,2024-05-22 18:44:00,40.73831,-73.997488,40.726891,-73.990037,1,4.0,0.88,downtown,downtown,heavy,clear,standard,1.36,40.88
TRIP_00848,2024-02-26 14:23:00,40.785253,-73.981451,40.784552,-73.976414,1,2,0.27,upper_west,upper_west,moderate,clear,standard,1.15,20.81
TRIP_00849,2024-04-28 21:37:00,40.803411,-73.957275,40.806025,-73.959629,3,2,0.22,harlem,harlem,moderate,clear,standard,1.23,19.09
TRIP_00850,2024-05-08 04:22:00,40.710425,-74.014837,40.706429,-74.015211,1,2,0.28,financial_district,financial_district,light,rain,standard,1.94,43.04
TRIP_00851,2024-05-03 03:18:00,40.772373,-73.978592,40.715681,-74.001325,1,9.8,4.09,upper_west,financial_district,light,clear,standard,1.73,70.02
TRIP_00852,2024-01-30 23:09:00,40.770369,-73.959088,40.785808,-73.986125,1,4.3,1.77,upper_east,upper_west,light,rain,airport,1.71,112.71
TRIP_00853,2024-03-28 14:50:00,40.765462,-73.983347,40.805491,-73.949078,1,7.9,3.3,midtown,harlem,light,clear,standard,1.29,39.53
TRIP_00854,2024-05-03 11:30:00,40.719683,-74.019403,40.705058,-74.018785,1,3.0,1.01,financial_district,financial_district,moderate,fog,standard,1.5,32.79
TRIP_00855,2024-04-22 23:44:00,40.783631,-73.976398,40.788847,-73.973538,1,2,0.39,upper_west,upper_west,light,clear,standard,1.14,21.82
TRIP_00856,2024-03-22 02:19:00,40.719585,-74.017341,40.759605,-73.977525,1,10.4,3.46,financial_district,midtown,moderate,clear,standard,1.37,57.1
TRIP_00857,2024-01-06 10:41:00,40.70218,-74.016756,40.701973,-74.001427,1,2,0.8,financial_district,financial_district,light,rain,standard,2.02,51.53
TRIP_00858,2024-06-22 05:59:00,40.817482,-73.952819,40.816913,-73.941775,6,2,0.58,harlem,harlem,moderate,clear,standard,1.72,36.75
TRIP_00859,2024-03-03 16:11:00,40.738165,-73.99381,40.755625,-73.970931,1,4.1,1.7,downtown,midtown,light,rain,standard,1.34,39.05
TRIP_00860,2024-03-25 17:27:00,40.781057,-73.984935,40.750573,-73.986005,1,6.3,2.11,upper_west,midtown,moderate,clear,standard,2.31,85.88
TRIP_00861,2024-04-13 20:11:00,40.75178,-73.97612,40.765727,-73.984999,3,3.2,1.07,midtown,midtown,moderate,clear,standard,1.57,40.41
TRIP_00862,2024-06-12 21:27:00,40.788102,-73.981308,40.788548,-73.97958,2,2,0.1,upper_west,upper_west,moderate,clear,standard,1.25,21.18
TRIP_00863,2024-01-08 23:39:00,40.765724,-73.982461,40.762676,-73.972397,3,2,0.57,midtown,midtown,moderate,fog,standard,1.11,31.55
TRIP_00864,2024-04-25 18:27:00,40.782031,-73.977874,40.788089,-73.979935,1,2,0.43,upper_west,upper_west,heavy,fog,standard,1.77,61.09
TRIP_00865,2024-01-02 22:13:00,40.765772,-73.97584,40.767242,-73.972131,5,2,0.22,midtown,midtown,light,clear,airport,1.27,54.82
TRIP_00866,2024-03-12 22:51:00,40.712928,-74.003639,40.71491,-74.00484,1,2,0.15,financial_district,financial_district,light,clear,standard,1.08,18.25
TRIP_00867,2024-05-27 03:51:00,40.73946,-73.996938,40.731812,-73.987796,2,2,0.71,downtown,downtown,light,rain,standard,1.43,31.84
TRIP_00868,2024-02-17 11:20:00,40.763956,-73.988355,40.761186,-73.986252,1,2,0.22,midtown,midtown,moderate,rain,standard,2.26,61.05
TRIP_00869,2024-04-27 03:16:00,40.802072,-73.943245,40.801659,-73.947164,1,2,0.21,harlem,harlem,light,fog,standard,1.5,28.23
TRIP_00870,2024-05-05 16:40:00,40.783875,-73.954809,40.819457,-73.954667,2,7.4,2.46,upper_east,harlem,moderate,clear,standard,1.3,52.93
TRIP_00871,2024-04-09 19:25:00,40.736699,-73.981942,40.709183,-74.012446,1,11.2,2.48,downtown,financial_district,heavy,clear,standard,1.79,93.47
TRIP_00872,2024-03-30 11:54:00,40.773234,-73.982622,40.777211,-73.97403,3,2,0.53,upper_west,upper_west,moderate,clear,airport,1.13,48.47
TRIP_00873,2024-06-07 05:52:00,40.805893,-73.959,40.807109,-73.95497,1,2,0.23,harlem,harlem,light,rain,standard,2.27,39.22
TRIP_00874,2024-06-29 09:58:00,40.732552,-73.993563,40.72018,-73.995291,1,2.6,0.86,downtown,downtown,moderate,clear,standard,1.89,48.01
TRIP_00875,2024-05-31 02:43:00,40.750745,-73.989473,40.77636,-73.974074,1,4.7,1.95,midtown,upper_west,light,clear,standard,1.27,38.68
TRIP_00876,2024-01-31 07:19:00,40.70654,-74.006725,40.709883,-74.001392,2,2,0.36,financial_district,financial_district,heavy,snow,standard,2.02,82.17
TRIP_00877,2024-02-16 11:44:00,40.758255,-73.974715,40.75142,-73.972158,2,2,0.49,midtown,midtown,light,snow,shared,1.08,21.29
TRIP_00878,2024-05-10 12:26:00,40.726613,-73.998194,40.729581,-73.997909,2,2,0.21,downtown,downtown,moderate,rain,shared,1.61,22.64
TRIP_00879,2024-02-05 18:24:00,40.77593,-73.986814,40.778038,-73.978486,1,2.1,0.46,upper_west,upper_west,heavy,snow,standard,2.29,103.54
TRIP_00880,2024-02-17 15:40:00,40.722357,-73.980835,40.724621,-73.999068,1,2.9,0.97,downtown,downtown,moderate,snow,shared,1.89,41.07
TRIP_00881,2024-06-26 20:59:00,40.755936,-73.982915,40.818019,-73.94047,2,21.7,4.83,midtown,harlem,heavy,clear,standard,1.3,80.66
TRIP_00882,2024-02-12 15:18:00,40.760595,-73.983565,40.767913,-73.973946,1,2,0.71,midtown,midtown,light,snow,standard,1.38,38.25
TRIP_00883,2024-02-17 10:53:00,40.780955,-73.977809,40.779478,-73.986126,3,2,0.45,upper_west,upper_west,light,rain,standard,1.31,29.92
TRIP_00884,2024-06-07 01:55:00,40.784966,-73.952625,40.785038,-73.967199,1,2,0.76,upper_east,upper_east,light,clear,shared,1.87,29.86
TRIP_00885,2024-01-03 15:08:00,40.757153,-73.984185,40.768056,-73.970754,1,3.1,1.03,midtown,midtown,moderate,snow,standard,1.79,57.67
TRIP_00886,2024-04-08 17:32:00,40.804398,-73.952634,40.819189,-73.951121,1,4.6,1.03,harlem,harlem,heavy,rain,standard,2.34,84.56
TRIP_00887,2024-05-06 13:43:00,40.774289,-73.988517,40.736954,-73.980148,2,7.9,2.62,upper_west,downtown,moderate,fog,airport,1.17,69.94
TRIP_00888,2024-04-23 15:10:00,40.708642,-74.003835,40.711296,-74.005885,1,2,0.21,financial_district,financial_district,light,rain,standard,1.21,20.32
TRIP_00889,2024-05-24 00:50:00,40.764092,-73.988016,40.7743,-73.985908,2,2,0.71,midtown,upper_west,light,clear,airport,1.61,75.75
TRIP_00890,2024-01-09 08:14:00,40.729519,-73.980913,40.734633,-73.991211,1,2,0.64,downtown,downtown,moderate,clear,standard,1.36,29.53
TRIP_00891,2024-03-14 05:49:00,40.789102,-73.98614,40.816189,-73.940643,1,7.3,3.03,upper_west,harlem,light,rain,standard,1.66,72.45
TRIP_00892,2024-05-06 17:32:00,40.701925,-74.002324,40.710762,-74.000134,1,2,0.62,financial_district,financial_district,moderate,clear,shared,2.14,37.93
TRIP_00893,2024-05-26 03:17:00,40.725703,-73.996092,40.724847,-73.986424,3,2,0.51,downtown,downtown,light,clear,standard,1.12,21.89
TRIP_00894,2024-04-03 17:52:00,40.703541,-74.00098,40.717047,-73.997303,1,4.3,0.95,financial_district,financial_district,heavy,clear,standard,1.73,56.64
TRIP_00895,2024-04-22 17:13:00,40.773308,-73.974457,40.780533,-73.980969,3,2.7,0.6,upper_west,upper_west,heavy,rain,standard,1.02,39.27
TRIP_00896,2024-01-27 23:53:00,40.811155,-73.946973,40.812931,-73.956347,2,2,0.51,harlem,harlem,light,clear,standard,1.41,26.17
TRIP_00897,2024-03-04 09:55:00,40.715906,-74.001077,40.707071,-74.005526,2,2.9,0.65,financial_district,financial_district,heavy,clear,standard,1.3,38.97
TRIP_00898,2024-04-25 08:22:00,40.706019,-73.997532,40.724049,-73.980819,2,6.9,1.52,financial_district,downtown,heavy,fog,standard,1.13,52.17
TRIP_00899,2024-01-31 07:13:00,40.814323,-73.953111,40.726779,-73.983613,1,18.8,6.26,harlem,downtown,moderate,clear,standard,1.52,89.91
TRIP_00900,2024-06-25 11:55:00,40.807024,-73.943255,40.818847,-73.940274,1,2,0.83,harlem,harlem,light,clear,standard,1.18,16.85
TRIP_00901,2024-06-05 20:27:00,40.75236,-73.973336,40.811547,-73.942205,1,13.2,4.4,midtown,harlem,moderate,clear,standard,1.02,43.82
TRIP_00902,2024-02-05 06:52:00,40.763949,-73.979875,40.768495,-73.972963,1,2,0.48,midtown,midtown,moderate,clear,standard,1.08,27.99
TRIP_00903,2024-01-16 18:22:00,40.731499,-73.982201,40.729505,-73.982908,1,2,0.14,downtown,downtown,heavy,snow,standard,2.28,80.68
TRIP_00904,2024-03-12 19:34:00,40.768757,-73.988927,40.757499,-73.977483,1,4.4,0.98,midtown,midtown,heavy,clear,standard,1.2,49.17
TRIP_00905,2024-03-23 22:18:00,40.788991,-73.963209,40.78013,-73.968284,2,2.0,0.67,upper_east,upper_east,moderate,clear,standard,1.37,36.41
TRIP_00906,2024-05-26 08:54:00,40.731704,-73.994382,40.706082,-74.006508,4,8.5,1.88,downtown,financial_district,heavy,clear,standard,1.12,56.82
TRIP_00907,2024-02-04 13:58:00,40.710273,-73.999164,40.705691,-73.995423,1,2,0.37,financial_district,financial_district,light,snow,airport,1.54,76.81
TRIP_00908,2024-03-11 20:08:00,40.801323,-73.955681,40.806248,-73.949712,2,2,0.46,harlem,harlem,moderate,rain,standard,1.62,28.25
TRIP_00909,2024-02-03 07:09:00,40.816843,-73.9554,40.813026,-73.955951,1,2,0.27,harlem,harlem,severe,snow,standard,1.74,82.43
TRIP_00910,2024-03-23 07:48:00,40.814336,-73.948102,40.800507,-73.944997,1,2.9,0.97,harlem,harlem,moderate,rain,standard,2.31,71.09
TRIP_00911,2024-04-10 15:09:00,40.724178,-73.984497,40.723841,-73.981911,1,2,0.14,downtown,downtown,light,clear,standard,1.2,15.73
TRIP_00912,2024-06-10 08:40:00,40.77679,-73.976397,40.788582,-73.98555,2,5.7,0.95,upper_west,upper_west,severe,clear,standard,1.12,52.53
TRIP_00913,2024-04-06 14:04:00,40.808071,-73.945952,40.817059,-73.953699,1,2.2,0.74,harlem,harlem,moderate,clear,airport,1.17,42.09
TRIP_00914,2024-01-24 12:32:00,40.81315,-73.956108,40.818931,-73.955068,1,2,0.4,harlem,harlem,moderate,snow,shared,2.1,31.74
TRIP_00915,2024-03-12 22:59:00,40.783852,-73.958156,40.727138,-73.994002,1,10.4,4.35,upper_east,downtown,light,clear,airport,1.2,87.91
TRIP_00916,2024-05-04 10:37:00,40.716984,-74.005592,40.757189,-73.971466,1,9.9,3.3,financial_district,midtown,moderate,clear,standard,1.14,43.06
TRIP_00917,2024-04-27 20:42:00,40.801047,-73.941027,40.817538,-73.946479,2,2.8,1.17,harlem,harlem,light,clear,shared,1.25,17.28
TRIP_00918,2024-04-01 02:50:00,40.733408,-73.981375,40.73906,-73.985944,1,2,0.46,downtown,downtown,light,fog,standard,1.17,21.28
TRIP_00919,2024-04-11 06:27:00,40.766623,-73.98969,40.750049,-73.981686,4,3.7,1.22,midtown,midtown,moderate,rain,standard,1.38,40.96
TRIP_00920,2024-05-06 08:20:00,40.781489,-73.956087,40.784248,-73.982633,1,6.3,1.4,upper_east,upper_west,heavy,clear,standard,1.25,55.17
TRIP_00921,2024-05-20 18:08:00,40.733092,-73.983954,40.776927,-73.978012,2,18.3,3.05,downtown,upper_west,severe,clear,standard,1.13,86.7
TRIP_00922,2024-03-28 21:48:00,40.700668,-74.017267,40.706695,-74.004721,3,2.3,0.78,financial_district,financial_district,moderate,clear,standard,1.01,18.08
TRIP_00923,2024-01-12 03:40:00,40.778164,-73.984523,40.786383,-73.970077,1,2.3,0.95,upper_west,upper_west,light,clear,standard,1.39,30.77
TRIP_00924,2024-01-05 03:59:00,40.759008,-73.977067,40.735891,-73.9992,1,4.7,1.97,midtown,downtown,light,clear,standard,1.83,65.13
TRIP_00925,2024-04-26 00:27:00,40.755451,-73.9725,40.777244,-73.955318,1,4.2,1.75,midtown,upper_east,light,rain,standard,1.98,73.32
TRIP_00926,2024-06-15 09:10:00,40.770608,-73.961328,40.787532,-73.951436,1,5.8,1.28,upper_east,upper_east,heavy,rain,standard,1.31,72.66
TRIP_00927,2024-01-24 20:23:00,40.770363,-73.955551,40.707983,-74.006562,1,15.2,5.07,upper_east,financial_district,moderate,snow,standard,2.02,123.69
TRIP_00928,2024-04-05 21:57:00,40.806199,-73.942,40.819719,-73.94466,2,4.3,0.94,harlem,harlem,heavy,clear,standard,1.67,37.66
TRIP_00929,2024-02-12 01:25:00,40.817248,-73.942915,40.81219,-73.952643,1,2,0.62,harlem,harlem,light,snow,shared,1.27,21.96
TRIP_00930,2024-03-19 23:44:00,40.755044,-73.983505,40.735236,-73.993418,1,3.5,1.46,midtown,downtown,light,clear,standard,1.03,30.65
TRIP_00931,2024-06-16 02:45:00,40.718873,-73.999196,40.76109,-73.977996,1,9.4,3.12,financial_district,midtown,moderate,clear,standard,1.27,57.15
TRIP_00932,2024-02-24 15:04:00,40.763426,-73.970196,40.763345,-73.984332,1,2.2,0.74,midtown,midtown,moderate,rain,standard,1.93,55.69
TRIP_00933,2024-05-31 07:33:00,40.816705,-73.953458,40.818823,-73.955457,2,2,0.18,harlem,harlem,heavy,rain,shared,2.37,50.74
TRIP_00934,2024-04-23 00:00:00,40.800496,-73.952325,40.814208,-73.946777,1,2.4,0.99,harlem,harlem,light,rain,standard,2.0,42.3
TRIP_00935,2024-03-28 03:55:00,40.771313,-73.981971,40.768304,-73.98173,4,2,0.21,upper_west,midtown,light,rain,standard,1.66,43.71
TRIP_00936,2024-05-02 02:14:00,40.772212,-73.977445,40.780204,-73.979418,1,2,0.56,upper_west,upper_west,moderate,clear,standard,1.26,27.23
TRIP_00937,2024-01-23 23:51:00,40.703743,-73.996801,40.707023,-74.009167,2,2.1,0.69,financial_district,financial_district,moderate,rain,airport,2.35,124.45
TRIP_00938,2024-01-27 10:23:00,40.770498,-73.962463,40.755493,-73.984538,1,3.7,1.55,upper_east,midtown,light,rain,standard,2.34,77.01
TRIP_00939,2024-04-07 04:41:00,40.818654,-73.95471,40.801799,-73.948732,1,2.9,1.21,harlem,harlem,light,clear,standard,1.18,26.13
TRIP_00940,2024-02-06 02:33:00,40.72525,-73.995094,40.700165,-73.993608,1,4.2,1.74,downtown,financial_district,light,fog,standard,1.21,33.81
TRIP_00941,2024-06-05 20:10:00,40.781077,-73.975386,40.770224,-73.980839,1,2,0.8,upper_west,upper_west,light,clear,standard,1.06,18.39
TRIP_00942,2024-03-30 23:13:00,40.800462,-73.958977,40.752846,-73.97583,1,8.2,3.41,harlem,midtown,light,clear,standard,1.95,74.22
TRIP_00943,2024-04-15 19:43:00,40.782042,-73.980901,40.788942,-73.977942,1,2.3,0.5,upper_west,upper_west,heavy,clear,shared,1.47,34.24
TRIP_00944,2024-02-25 02:57:00,40.716738,-74.019171,40.772806,-73.952269,1,12.5,5.22,financial_district,upper_east,light,clear,standard,1.05,53.89
TRIP_00945,2024-02-01 18:46:00,40.777971,-73.986602,40.787432,-73.982737,1,4.1,0.68,upper_west,upper_west,severe,fog,standard,2.29,104.65
TRIP_00946,2024-03-30 13:20:00,40.755477,-73.978047,40.772668,-73.967789,1,5.9,1.3,midtown,upper_east,heavy,rain,standard,1.64,83.82
TRIP_00947,2024-03-11 20:05:00,40.754882,-73.97542,40.769628,-73.98301,1,4.9,1.09,midtown,midtown,heavy,fog,standard,1.13,40.52
TRIP_00948,2024-05-21 19:38:00,40.814886,-73.950661,40.803987,-73.951491,2,3.4,0.75,harlem,harlem,heavy,rain,standard,1.72,54.77
TRIP_00949,2024-06-04 09:49:00,40.819798,-73.951862,40.803396,-73.946949,1,5.2,1.16,harlem,harlem,heavy,rain,standard,2.03,75.62
TRIP_00950,2024-01-07 21:56:00,40.772945,-73.960949,40.758424,-73.973209,1,3.6,1.19,upper_east,midtown,moderate,clear,standard,1.12,31.07
TRIP_00951,2024-05-12 19:32:00,40.751455,-73.988025,40.756108,-73.971489,1,4.2,0.92,midtown,midtown,heavy,rain,standard,1.39,78.2
TRIP_00952,2024-04-10 09:41:00,40.716626,-74.009049,40.713474,-74.019767,1,2.7,0.6,financial_district,financial_district,heavy,clear,luxury,1.7,104.97
TRIP_00953,2024-03-02 15:24:00,40.709917,-73.992087,40.785716,-73.964075,1,16.3,5.44,financial_district,upper_east,moderate,clear,standard,1.83,93.37
TRIP_00954,2024-05-07 20:38:00,40.700354,-73.994147,40.712438,-74.019251,1,3.7,1.56,financial_district,financial_district,light,fog,standard,1.09,23.83
